,CaseNumber,Country,Century,Year,Month,Type,Activities,Fatal,Sex,Age
4756,4756_Others,Others,XX,1932.0,Jul,Unprovoked,Fishing,N,M,
4757,4757_USA,USA,XX,1932.0,Jun,Provoked,Fishing,N,M,32.0
4758,4758_USA,USA,XX,1932.0,Jun,Provoked,Fishing,N,M,
4759,4759_Fiji,Fiji,XX,1932.0,Jun,Unprovoked,Diving,Y,F,
4760,4760_Australia,Australia,XX,1932.0,May,Unprovoked,Diving,Y,M,
4761,4761_Australia,Australia,XX,1932.0,May,Unprovoked,Diving,N,M,
4762,4762_Philippines,Philippines,XX,1932.0,Apr,Unprovoked,ShoreActivities,Y,M,
4763,4763_Philippines,Philippines,XX,1932.0,Apr,Unprovoked,ShoreActivities,Y,F,
4764,4764_USA,USA,XX,1932.0,Feb,Unprovoked,Swimming,N,M,
4765,4765_Australia,Australia,XX,1932.0,Feb,Unprovoked,Fishing,N,M,
4766,4766_Philippines,Philippines,XX,1932.0,Feb,Unprovoked,Others,Y,M,
4767,4767_Australia,Australia,XX,1932.0,Jan,Unprovoked,Swimming,N,M,
4768,4768_Australia,Australia,XX,1932.0,Jan,Unprovoked,Fishing,,,
4769,4769_Mexico,Mexico,XX,1932.0,Jan,Provoked,Fishing,Y,M,29.0
4770,4770_South Africa,South Africa,XX,1932.0,,Unprovoked,Fishing,N,M,23.0
4771,4771_Australia,Australia,XX,1931.0,Nov,Unprovoked,Diving,N,M,45.0
4772,4772_Others,Others,XX,1931.0,Sep,Unprovoked,Diving,Y,M,
4773,4773_USA,USA,XX,1931.0,Sep,Unprovoked,Swimming,N,M,
4774,4774_USA,USA,XX,1931.0,Sep,Unprovoked,Swimming,N,F,20.0
4775,4775_USA,USA,XX,1931.0,Sep,,Fishing,Y,M,
4776,4776_Others,Others,XX,1931.0,Aug,Unprovoked,Swimming,Y,M,18.0
4777,4777_USA,USA,XX,1931.0,Aug,,,Y,M,
4778,4778_USA,USA,XX,1931.0,Aug,Unprovoked,Fishing,N,,
4779,4779_Others,Others,XX,1931.0,Aug,Unprovoked,Swimming,Y,M,23.0
4780,4780_Others,Others,XX,1931.0,Aug,Unprovoked,Swimming,Y,M,
4781,4781_USA,USA,XX,1931.0,Aug,Unprovoked,Swimming,N,M,
4782,4782_USA,USA,XX,1931.0,Aug,Unprovoked,Swimming,N,M,
4783,4783_Australia,Australia,XX,1931.0,Aug,Unprovoked,Others,Y,M,
4784,4784_Fiji,Fiji,XX,1931.0,Jul,Unprovoked,Swimming,N,M,
4785,4785_USA,USA,XX,1931.0,Jul,Unprovoked,Swimming,N,M,
4786,4786_USA,USA,XX,1931.0,Jun,Unprovoked,Fishing,N,M,
4787,4787_USA,USA,XX,1931.0,Jun,Provoked,Others,N,M,
4788,4788_USA,USA,XX,1931.0,Jun,Unprovoked,Others,N,M,
4789,4789_Australia,Australia,XX,1931.0,May,Unprovoked,,N,,
4790,4790_Others,Others,XX,1931.0,Apr,Unprovoked,Fishing,Y,M,
4791,4791_Australia,Australia,XX,1931.0,Mar,Unprovoked,Fishing,Y,M,19.0
4792,4792_Others,Others,XX,1931.0,Mar,Unprovoked,Fishing,N,,
4793,4793_Australia,Australia,XX,1931.0,Mar,Provoked,Fishing,N,M,
4794,4794_Australia,Australia,XX,1931.0,Feb,,Swimming,Y,M,39.0
4795,4795_Australia,Australia,XX,1931.0,Jan,Unprovoked,,N,M,
4796,4796_Australia,Australia,XX,1931.0,Jan,Unprovoked,Diving,N,M,
4797,4797_Australia,Australia,XX,1931.0,Jan,Unprovoked,Swimming,N,M,18.0
4798,4798_Others,Others,XX,1931.0,,Unprovoked,Swimming,Y,M,
4799,4799_Papua New Guinea,Papua New Guinea,XX,1931.0,,Unprovoked,,,,
4800,4800_Australia,Australia,XX,1930.0,Dec,Unprovoked,Swimming,N,M,49.0
4801,4801_Australia,Australia,XX,1930.0,Dec,Unprovoked,Sailing,Y,M,
4802,4802_Australia,Australia,XX,1930.0,Dec,Unprovoked,Fishing,N,,
4803,4803_Australia,Australia,XX,1930.0,Dec,Unprovoked,,Y,M,
4804,4804_Australia,Australia,XX,1930.0,Nov,Unprovoked,Fishing,N,M,
4805,4805_Others,Others,XX,1930.0,Sep,Unprovoked,Swimming,Y,M,
4806,4806_Others,Others,XX,1930.0,,Unprovoked,,N,,
4807,4807_Australia,Australia,XX,1930.0,Aug,Unprovoked,Fishing,N,M,17.0
4808,4808_Others,Others,XX,1930.0,Aug,Unprovoked,Swimming,N,M,38.0
4809,4809_USA,USA,XX,1930.0,Aug,Unprovoked,Swimming,N,M,
4810,4810_Others,Others,XX,1930.0,Jul,Unprovoked,Swimming,N,M,29.0
4811,4811_USA,USA,XX,1930.0,Jul,Unprovoked,Swimming,N,M,21.0
4812,4812_Australia,Australia,XX,1930.0,Jun,Unprovoked,,Y,M,
4813,4813_USA,USA,XX,1930.0,May,Unprovoked,Swimming,N,M,
4814,4814_Others,Others,XX,1930.0,May,Unprovoked,Fishing,N,M,
4815,4815_Others,Others,XX,1930.0,May,,Others,Y,,
4816,4816_South Africa,South Africa,XX,1930.0,Apr,,,Y,M,17.0
4817,4817_USA,USA,XX,1930.0,Mar,Unprovoked,Diving,N,M,
4818,4818_Australia,Australia,XX,1930.0,Feb,Unprovoked,Diving,N,M,19.0
4819,4819_Australia,Australia,XX,1930.0,Feb,Unprovoked,Diving,Y,M,18.0
4820,4820_Australia,Australia,XX,1930.0,Feb,Provoked,Others,N,M,
4821,4821_Mexico,Mexico,XX,1930.0,Jan,Unprovoked,Fishing,Y,,
4822,4822_South Africa,South Africa,XX,1930.0,Jan,Unprovoked,Swimming,N,M,23.0
4823,4823_Others,Others,XX,1930.0,Jan,Unprovoked,Swimming,Y,M,
4824,4824_Others,Others,XX,1930.0,,Unprovoked,,N,M,17.0
4825,4825_South Africa,South Africa,XX,1930.0,,Unprovoked,Swimming,Y,M,
4826,4826_Australia,Australia,XX,1929.0,Dec,Unprovoked,Diving,Y,M,16.0
4827,4827_Australia,Australia,XX,1929.0,Dec,Unprovoked,Diving,N,M,
4828,4828_Australia,Australia,XX,1929.0,Dec,Unprovoked,Swimming,N,F,17.0
4829,4829_Australia,Australia,XX,1929.0,Dec,Unprovoked,Diving,N,M,
4830,4830_Australia,Australia,XX,1929.0,Dec,Unprovoked,,Y,M,50.0
4831,4831_Others,Others,XX,1929.0,Nov,Unprovoked,Others,Y,,
4832,4832_Others,Others,XX,1929.0,Nov,Unprovoked,Fishing,N,M,
4833,4833_Australia,Australia,XX,1929.0,Oct,Unprovoked,Diving,N,M,
4834,4834_Others,Others,XX,1929.0,Oct,Unprovoked,Fishing,N,M,
4835,4835_Australia,Australia,XX,1929.0,Sep,Unprovoked,Others,Y,M,42.0
4836,4836_USA,USA,XX,1929.0,Aug,Unprovoked,Swimming,N,M,
4837,4837_Mexico,Mexico,XX,1929.0,Jul,Unprovoked,Swimming,N,M,
4838,4838_Others,Others,XX,1929.0,Jul,,,Y,F,
4839,4839_USA,USA,XX,1929.0,Jun,Provoked,Fishing,N,M,
4840,4840_Australia,Australia,XX,1929.0,May,Unprovoked,Diving,N,M,
4841,4841_Australia,Australia,XX,1929.0,Apr,Unprovoked,Diving,N,M,
4842,4842_Australia,Australia,XX,1929.0,Apr,Unprovoked,Diving,N,M,
4843,4843_Australia,Australia,XX,1929.0,Apr,Provoked,ShoreActivities,N,M,19.0
4844,4844_Australia,Australia,XX,1929.0,Apr,Unprovoked,,Y,M,
4845,4845_Australia,Australia,XX,1929.0,Apr,Unprovoked,Swimming,Y,M,
4846,4846_USA,USA,XX,1929.0,Mar,Unprovoked,Swimming,N,M,26.0
4847,4847_Australia,Australia,XX,1929.0,Mar,Unprovoked,Swimming,Y,M,
4848,4848_Australia,Australia,XX,1929.0,Mar,Unprovoked,Others,N,M,
4849,4849_Australia,Australia,XX,1929.0,Mar,Unprovoked,Others,N,M,12.0
4850,4850_Australia,Australia,XX,1929.0,Feb,Unprovoked,Surfing,Y,M,20.0
4851,4851_Australia,Australia,XX,1929.0,Feb,Unprovoked,Paddling,N,,
4852,4852_Australia,Australia,XX,1929.0,Feb,Unprovoked,Swimming,Y,M,39.0
4853,4853_Australia,Australia,XX,1929.0,Jan,Unprovoked,Swimming,Y,M,
4854,4854_New Zealand,New Zealand,XX,1929.0,Jan,Unprovoked,Swimming,N,F,
4855,4855_Australia,Australia,XX,1929.0,Jan,Unprovoked,Surfing,Y,M,14.0
4856,4856_Others,Others,XX,1929.0,Jan,Unprovoked,Fishing,Y,M,
4857,4857_Fiji,Fiji,XX,1929.0,Jan,Unprovoked,Diving,Y,M,
4858,4858_Australia,Australia,XX,1929.0,,,Swimming,N,M,
4859,4859_Australia,Australia,XX,1929.0,,Provoked,ShoreActivities,N,M,
4860,4860_USA,USA,XX,1929.0,,Provoked,Fishing,N,M,
4861,4861_Australia,Australia,XX,1929.0,,Unprovoked,,N,M,
4862,4862_USA,USA,XX,1929.0,,Unprovoked,Diving,N,M,27.0
4863,4863_Australia,Australia,XX,1928.0,Dec,Unprovoked,Diving,N,M,
4864,4864_USA,USA,XX,1928.0,Nov,Provoked,Fishing,N,M,
4865,4865_Others,Others,XX,1928.0,Nov,Unprovoked,,N,M,24.0
4866,4866_USA,USA,XX,1928.0,Nov,Unprovoked,Sinking,Y,M,
4867,4867_Others,Others,XX,1928.0,Nov,Unprovoked,Swimming,Y,M,17.0
4868,4868_USA,USA,XX,1928.0,Sep,Unprovoked,Fishing,N,M,
4869,4869_USA,USA,XX,1928.0,Aug,,,,M,
4870,4870_Australia,Australia,XX,1928.0,Jul,Unprovoked,Diving,N,M,
4871,4871_Italy,Italy,XX,1928.0,Jul,Provoked,Others,N,M,
4872,4872_USA,USA,XX,1928.0,Jun,Unprovoked,Swimming,N,M,
4873,4873_Others,Others,XX,1928.0,May,,,,M,
4874,4874_Australia,Australia,XX,1928.0,Apr,Unprovoked,Fishing,N,M,
4875,4875_Australia,Australia,XX,1928.0,Apr,Unprovoked,Swimming,N,M,19.0
4876,4876_Others,Others,XX,1928.0,Apr,Unprovoked,Diving,Y,M,
4877,4877_Australia,Australia,XX,1928.0,Apr,Unprovoked,Swimming,N,M,15.0
4878,4878_Australia,Australia,XX,1928.0,Apr,Unprovoked,ShoreActivities,Y,M,28.0
4879,4879_Australia,Australia,XX,1928.0,Mar,Unprovoked,,N,M,
4880,4880_Australia,Australia,XX,1928.0,Feb,Unprovoked,Diving,Y,M,
4881,4881_Others,Others,XX,1928.0,Feb,Unprovoked,Swimming,N,F,
4882,4882_Others,Others,XX,1928.0,Feb,Unprovoked,Swimming,N,M,
4883,4883_Australia,Australia,XX,1928.0,Jan,Unprovoked,Others,Y,M,78.0
4884,4884_USA,USA,XX,1928.0,Jan,,Swimming,Y,,
4885,4885_USA,USA,XX,1928.0,Jan,,Swimming,Y,M,
4886,4886_South Africa,South Africa,XX,1928.0,Jan,Unprovoked,,N,F,
4887,4887_South Africa,South Africa,XX,1928.0,Jan,Unprovoked,Surfing,N,M,18.0
4888,4888_South Africa,South Africa,XX,1928.0,,Unprovoked,ShoreActivities,N,M,25.0
4889,4889_South Africa,South Africa,XX,1927.0,Dec,Unprovoked,Swimming,Y,M,17.0
4890,4890_Australia,Australia,XX,1927.0,Nov,Unprovoked,Others,Y,,
4891,4891_Brazil,Brazil,XX,1927.0,Oct,Unprovoked,Others,Y,,
4892,4892_Australia,Australia,XX,1927.0,Oct,Unprovoked,Others,N,M,
4893,4893_Fiji,Fiji,XX,1927.0,Oct,Unprovoked,ShoreActivities,N,M,
4894,4894_Australia,Australia,XX,1927.0,Jul,Unprovoked,,N,,
4895,4895_Philippines,Philippines,XX,1927.0,May,Unprovoked,Sinking,Y,,
4896,4896_Australia,Australia,XX,1927.0,,Unprovoked,ShoreActivities,Y,M,
4897,4897_Australia,Australia,XX,1927.0,Apr,Unprovoked,Diving,N,M,
4898,4898_Australia,Australia,XX,1927.0,Apr,Unprovoked,Diving,N,M,
4899,4899_Australia,Australia,XX,1927.0,Mar,Unprovoked,Surfing,N,M,17.0
4900,4900_Others,Others,XX,1927.0,Feb,Provoked,Others,N,M,
4901,4901_Australia,Australia,XX,1927.0,Feb,Unprovoked,Others,N,M,
4902,4902_New Zealand,New Zealand,XX,1927.0,Feb,Provoked,Fishing,N,M,70.0
4903,4903_South Africa,South Africa,XX,1927.0,Jan,Unprovoked,Surfing,N,M,
4904,4904_USA,USA,XX,1927.0,Jan,Unprovoked,Swimming,N,M,
4905,4905_Australia,Australia,XX,1927.0,Jan,Unprovoked,Swimming,Y,M,15.0
4906,4906_Australia,Australia,XX,1927.0,,Unprovoked,Swimming,Y,M,10.0
4907,4907_Australia,Australia,XX,1927.0,,Unprovoked,Diving,N,M,
4908,4908_Australia,Australia,XX,1926.0,Dec,Unprovoked,Diving,Y,M,
4909,4909_Australia,Australia,XX,1926.0,Nov,Unprovoked,Diving,N,M,
4910,4910_Papua New Guinea,Papua New Guinea,XX,1926.0,Oct,Unprovoked,Others,Y,M,
4911,4911_Australia,Australia,XX,1926.0,Oct,Unprovoked,Swimming,N,M,17.0
4912,4912_Others,Others,XX,1926.0,Oct,Unprovoked,Others,N,,
4913,4913_Papua New Guinea,Papua New Guinea,XX,1926.0,Sep,Unprovoked,Others,Y,M,
4914,4914_USA,USA,XX,1926.0,Aug,Unprovoked,Swimming,Y,M,18.0
4915,4915_Italy,Italy,XX,1926.0,Jul,Unprovoked,Swimming,Y,M,20.0
4916,4916_USA,USA,XX,1926.0,Jul,Unprovoked,Fishing,N,M,
4917,4917_USA,USA,XX,1926.0,Jul,Unprovoked,Swimming,N,M,15.0
4918,4918_Others,Others,XX,1926.0,Jul,,Swimming,N,M,
4919,4919_USA,USA,XX,1926.0,May,Unprovoked,Swimming,Y,M,
4920,4920_Others,Others,XX,1926.0,Apr,Unprovoked,Others,N,M,26.0
4921,4921_USA,USA,XX,1926.0,Apr,Unprovoked,Swimming,N,F,
4922,4922_Australia,Australia,XX,1926.0,Mar,Unprovoked,Swimming,Y,F,
4923,4923_South Africa,South Africa,XX,1926.0,Jan,Unprovoked,Swimming,N,M,
4924,4924_Australia,Australia,XX,1926.0,Jan,Unprovoked,,N,M,
4925,4925_Others,Others,XX,1926.0,,Unprovoked,,Y,M,
4926,4926_New Zealand,New Zealand,XX,1926.0,,Provoked,Others,N,M,
4927,4927_Others,Others,XX,1926.0,,Unprovoked,Swimming,Y,F,
4928,4928_South Africa,South Africa,XX,1926.0,,Unprovoked,Swimming,,M,
4929,4929_Australia,Australia,XX,1925.0,Nov,Unprovoked,Swimming,Y,M,55.0
4930,4930_USA,USA,XX,1925.0,Nov,Unprovoked,,N,,
4931,4931_USA,USA,XX,1925.0,Nov,Unprovoked,,N,M,
4932,4932_Others,Others,XX,1925.0,Sep,Provoked,Fishing,N,M,
4933,4933_Others,Others,XX,1925.0,Sep,Unprovoked,Fishing,N,M,
4934,4934_USA,USA,XX,1925.0,Aug,Unprovoked,Swimming,N,F,
4935,4935_Australia,Australia,XX,1925.0,Jun,,,,,
4936,4936_USA,USA,XX,1925.0,May,Unprovoked,,N,M,
4937,4937_Australia,Australia,XX,1925.0,Mar,Unprovoked,Swimming,N,M,16.0
4938,4938_Australia,Australia,XX,1925.0,Mar,Unprovoked,Swimming,Y,M,16.0
4939,4939_Papua New Guinea,Papua New Guinea,XX,1925.0,Mar,Unprovoked,Swimming,Y,M,
4940,4940_USA,USA,XX,1925.0,Jan,Unprovoked,Swimming,N,M,
4941,4941_Others,Others,XX,1925.0,Jan,Unprovoked,Diving,N,M,
4942,4942_Fiji,Fiji,XX,1925.0,,Unprovoked,Diving,N,M,
4943,4943_Mexico,Mexico,XX,1924.0,Nov,Unprovoked,Others,Y,F,
4944,4944_Others,Others,XX,1924.0,Nov,Unprovoked,Others,N,M,35.0
4945,4945_USA,USA,XX,1924.0,Nov,Unprovoked,Swimming,Y,M,35.0
4946,4946_Others,Others,XX,1924.0,Oct,Provoked,Diving,N,M,
4947,4947_Australia,Australia,XX,1924.0,Oct,Unprovoked,Swimming,N,M,
4948,4948_USA,USA,XX,1924.0,Jul,Unprovoked,ShoreActivities,N,M,
4949,4949_Others,Others,XX,1924.0,Jul,Provoked,Fishing,N,M,
4950,4950_USA,USA,XX,1924.0,Jul,Unprovoked,Fishing,N,M,14.0
4951,4951_USA,USA,XX,1924.0,Jun,Provoked,Others,N,M,
4952,4952_Australia,Australia,XX,1924.0,Apr,Unprovoked,Fishing,Y,M,20.0
4953,4953_Others,Others,XX,1924.0,Apr,Unprovoked,Swimming,N,M,21.0
4954,4954_Australia,Australia,XX,1924.0,Apr,,Swimming,N,M,
4955,4955_Others,Others,XX,1924.0,Mar,Unprovoked,Swimming,N,M,
4956,4956_Others,Others,XX,1924.0,Mar,Unprovoked,Fishing,N,,
4957,4957_Australia,Australia,XX,1924.0,Feb,Unprovoked,Swimming,N,F,30.0
4958,4958_Australia,Australia,XX,1924.0,Feb,,Swimming,,M,
4959,4959_South Africa,South Africa,XX,1924.0,Jan,Unprovoked,Swimming,Y,M,22.0
4960,4960_South Africa,South Africa,XX,1924.0,Jan,Unprovoked,Swimming,N,M,
4961,4961_Australia,Australia,XX,1924.0,Jan,Unprovoked,Swimming,Y,M,16.0
4962,4962_Australia,Australia,XX,1923.0,Dec,Unprovoked,Swimming,N,M,
4963,4963_Australia,Australia,XX,1923.0,Dec,Unprovoked,Fishing,Y,M,
4964,4964_Australia,Australia,XX,1923.0,Nov,Unprovoked,Others,Y,M,
4965,4965_Australia,Australia,XX,1923.0,Nov,,Fishing,Y,M,
4966,4966_Australia,Australia,XX,1923.0,Oct,,Sailing,Y,M,
4967,4967_Australia,Australia,XX,1923.0,Oct,Unprovoked,Fishing,N,,
4968,4968_Australia,Australia,XX,1923.0,Oct,Unprovoked,Diving,N,M,
4969,4969_Others,Others,XX,1923.0,Aug,Unprovoked,Fishing,N,M,
4970,4970_Australia,Australia,XX,1923.0,Jul,Unprovoked,Diving,N,M,
4971,4971_Australia,Australia,XX,1923.0,Jun,Unprovoked,Paddling,Y,M,
4972,4972_Mexico,Mexico,XX,1923.0,Jun,Unprovoked,Others,N,,
4973,4973_Australia,Australia,XX,1923.0,May,Unprovoked,ShoreActivities,N,M,
4974,4974_Australia,Australia,XX,1923.0,May,Unprovoked,Diving,Y,M,
4975,4975_Australia,Australia,XX,1923.0,Mar,Unprovoked,Diving,N,M,
4976,4976_USA,USA,XX,1923.0,Feb,Unprovoked,Swimming,N,M,25.0
4977,4977_Australia,Australia,XX,1923.0,Jan,,,,M,
4978,4978_Australia,Australia,XX,1923.0,Jan,Unprovoked,Swimming,Y,M,13.0
4979,4979_Others,Others,XX,1923.0,Jan,,Others,Y,M,
4980,4980_USA,USA,XX,1923.0,,Unprovoked,Fishing,N,M,
4981,4981_Philippines,Philippines,XX,1923.0,,Unprovoked,,Y,M,
4982,4982_USA,USA,XX,1923.0,,Provoked,Others,N,M,
4983,4983_USA,USA,XX,1922.0,,Provoked,Others,N,M,
4984,4984_USA,USA,XX,1922.0,Dec,Unprovoked,Swimming,Y,F,
4985,4985_Australia,Australia,XX,1922.0,Dec,Unprovoked,Swimming,Y,M,19.0
4986,4986_Others,Others,XX,1922.0,Sep,Unprovoked,Fishing,Y,M,16.0
4987,4987_Australia,Australia,XX,1922.0,Oct,,Sailing,,M,
4988,4988_USA,USA,XX,1922.0,Sep,Unprovoked,Freediving,N,M,
4989,4989_Others,Others,XX,1922.0,Sep,Unprovoked,Swimming,Y,M,
4990,4990_USA,USA,XX,1922.0,Sep,Unprovoked,Fishing,N,,
4991,4991_USA,USA,XX,1922.0,Jul,Unprovoked,,N,M,
4992,4992_USA,USA,XX,1922.0,Jun,Unprovoked,Swimming,Y,F,18.0
4993,4993_Others,Others,XX,1922.0,May,Unprovoked,Swimming,Y,M,19.0
4994,4994_South Africa,South Africa,XX,1922.0,May,Unprovoked,Swimming,N,M,18.0
4995,4995_Australia,Australia,XX,1922.0,Apr,Unprovoked,Swimming,Y,M,
4996,4996_Others,Others,XX,1922.0,Mar,Unprovoked,Fishing,N,M,
4997,4997_Others,Others,XX,1922.0,Mar,Unprovoked,ShoreActivities,Y,F,14.0
4998,4998_Australia,Australia,XX,1922.0,Mar,Unprovoked,Swimming,Y,M,21.0
4999,4999_Australia,Australia,XX,1922.0,Feb,,Swimming,Y,M,
5000,5000_Australia,Australia,XX,1922.0,Feb,Unprovoked,Swimming,Y,M,18.0
5001,5001_Others,Others,XX,1922.0,Jan,Unprovoked,Swimming,Y,M,
5002,5002_Australia,Australia,XX,1922.0,Jan,Unprovoked,Swimming,Y,M,54.0
5003,5003_Australia,Australia,XX,1922.0,Jan,Unprovoked,ShoreActivities,N,M,
5004,5004_Australia,Australia,XX,1922.0,Jan,Unprovoked,Surfing,Y,M,26.0
5005,5005_Australia,Australia,XX,1921.0,Dec,Unprovoked,Swimming,N,M,20.0
5006,5006_Australia,Australia,XX,1921.0,Nov,Unprovoked,Others,Y,M,
5007,5007_Australia,Australia,XX,1921.0,Nov,Unprovoked,ShoreActivities,N,M,40.0
5008,5008_Fiji,Fiji,XX,1921.0,Nov,Unprovoked,Swimming,Y,,
5009,5009_Australia,Australia,XX,1921.0,Oct,Unprovoked,Diving,N,M,
5010,5010_Australia,Australia,XX,1921.0,Oct,Unprovoked,Diving,Y,M,22.0
5011,5011_Others,Others,XX,1921.0,Sep,Provoked,Fishing,N,M,
5012,5012_Australia,Australia,XX,1921.0,Aug,Unprovoked,,N,M,
5013,5013_Philippines,Philippines,XX,1921.0,Aug,Unprovoked,Swimming,Y,M,21.0
5014,5014_Philippines,Philippines,XX,1921.0,Jan,,,,,
5015,5015_Australia,Australia,XX,1920.0,Nov,Unprovoked,ShoreActivities,N,M,
5016,5016_Others,Others,XX,1921.0,Aug,Unprovoked,Others,Y,M,
5017,5017_Australia,Australia,XX,1920.0,Nov,Unprovoked,ShoreActivities,N,M,
5018,5018_Philippines,Philippines,XX,1920.0,Nov,Unprovoked,Others,Y,M,
5019,5019_USA,USA,XX,1920.0,Jul,,Swimming,Y,M,30.0
5020,5020_Australia,Australia,XX,1920.0,Jul,Unprovoked,Diving,N,M,
5021,5021_USA,USA,XX,1920.0,Jun,Unprovoked,Swimming,N,M,13.0
5022,5022_Others,Others,XX,1920.0,Jun,Provoked,Others,N,,
5023,5023_Australia,Australia,XX,1920.0,Mar,Unprovoked,Swimming,N,M,20.0
5024,5024_Australia,Australia,XX,1920.0,Jan,Unprovoked,Diving,N,M,
5025,5025_South Africa,South Africa,XX,1920.0,Feb,Unprovoked,Swimming,N,F,18.0
5026,5026_Australia,Australia,XX,1920.0,Jan,Unprovoked,Diving,Y,M,
5027,5027_Australia,Australia,XX,1920.0,Jan,Unprovoked,Swimming,Y,M,12.0
5028,5028_Others,Others,XX,1920.0,,Unprovoked,Others,Y,M,
5029,5029_New Zealand,New Zealand,XX,1920.0,,Unprovoked,,N,F,
5030,5030_South Africa,South Africa,XX,1920.0,,Unprovoked,Others,N,M,12.0
5031,5031_Australia,Australia,XX,1919.0,Dec,Unprovoked,Swimming,N,M,29.0
5032,5032_Australia,Australia,XX,1919.0,Dec,Unprovoked,Swimming,Y,M,47.0
5033,5033_Australia,Australia,XX,1919.0,Nov,Unprovoked,ShoreActivities,N,M,
5034,5034_Others,Others,XX,1919.0,Sep,Unprovoked,Others,Y,M,
5035,5035_USA,USA,XX,1919.0,Aug,Unprovoked,Swimming,N,M,
5036,5036_USA,USA,XX,1919.0,May,Unprovoked,Swimming,N,M,
5037,5037_USA,USA,XX,1919.0,Apr,Unprovoked,Others,Y,M,
5038,5038_Australia,Australia,XX,1919.0,Mar,,Others,,M,
5039,5039_Australia,Australia,XX,1919.0,Jan,Unprovoked,Swimming,N,M,
5040,5040_New Zealand,New Zealand,XX,1919.0,Jan,Unprovoked,Swimming,N,F,
5041,5041_Australia,Australia,XX,1919.0,Jan,Unprovoked,ShoreActivities,Y,M,13.0
5042,5042_Australia,Australia,XX,1919.0,Jan,Unprovoked,ShoreActivities,Y,M,38.0
5043,5043_Italy,Italy,XX,1919.0,,Unprovoked,Fishing,N,M,
5044,5044_USA,USA,XX,1919.0,,Unprovoked,Swimming,N,F,
5045,5045_USA,USA,XX,1918.0,Nov,Unprovoked,Fishing,Y,M,
5046,5046_Others,Others,XX,1918.0,Nov,Unprovoked,Others,Y,M,
5047,5047_Australia,Australia,XX,1918.0,Sep,Unprovoked,Swimming,Y,M,22.0
5048,5048_Australia,Australia,XX,1918.0,Mar,Unprovoked,Surfing,N,M,
5049,5049_Australia,Australia,XX,1918.0,,Unprovoked,Diving,N,M,
5050,5050_Australia,Australia,XX,1917.0,Dec,Unprovoked,Swimming,N,M,
5051,5051_Others,Others,XX,1917.0,Nov,Unprovoked,Others,Y,M,
5052,5052_USA,USA,XX,1917.0,Sep,Unprovoked,Swimming,N,M,
5053,5053_USA,USA,XX,1917.0,Sep,Provoked,Others,N,M,
5054,5054_Others,Others,XX,1917.0,Sep,Unprovoked,Swimming,Y,M,
5055,5055_USA,USA,XX,1917.0,Jul,Unprovoked,Diving,Y,M,
5056,5056_Others,Others,XX,1917.0,Jul,Unprovoked,Others,Y,M,
5057,5057_USA,USA,XX,1917.0,Jun,Unprovoked,Swimming,N,M,
5058,5058_Philippines,Philippines,XX,1917.0,May,Unprovoked,Swimming,Y,M,
5059,5059_Others,Others,XX,1917.0,May,Unprovoked,Diving,N,M,
5060,5060_Others,Others,XX,1917.0,,Unprovoked,Diving,N,M,
5061,5061_Australia,Australia,XX,1916.0,Dec,Unprovoked,Swimming,N,M,25.0
5062,5062_Australia,Australia,XX,1916.0,Dec,Unprovoked,Others,Y,M,41.0
5063,5063_Australia,Australia,XX,1916.0,Dec,Unprovoked,Swimming,N,F,
5064,5064_Others,Others,XX,1916.0,Nov,Provoked,,N,M,
5065,5065_Australia,Australia,XX,1916.0,Nov,Unprovoked,Swimming,Y,M,
5066,5066_Australia,Australia,XX,1916.0,Nov,Unprovoked,Swimming,Y,M,27.0
5067,5067_USA,USA,XX,1916.0,Oct,Provoked,Fishing,Y,M,
5068,5068_USA,USA,XX,1916.0,Aug,Unprovoked,Fishing,N,M,
5069,5069_USA,USA,XX,1916.0,Jul,Unprovoked,Fishing,N,M,
5070,5070_USA,USA,XX,1916.0,Jul,,Swimming,N,F,
5071,5071_USA,USA,XX,1916.0,Jul,Unprovoked,Swimming,N,M,
5072,5072_USA,USA,XX,1916.0,Jul,Unprovoked,Swimming,N,M,12.0
5073,5073_USA,USA,XX,1916.0,Jul,Unprovoked,Swimming,Y,M,24.0
5074,5074_USA,USA,XX,1916.0,Jul,Unprovoked,Swimming,Y,M,10.0
5075,5075_Bahamas,Bahamas,XX,1916.0,Jul,Unprovoked,Others,Y,M,
5076,5076_Others,Others,XX,1916.0,Jul,Unprovoked,Diving,N,M,
5077,5077_Philippines,Philippines,XX,1916.0,Jul,Unprovoked,Swimming,N,M,
5078,5078_USA,USA,XX,1916.0,Jul,Unprovoked,Swimming,Y,M,
5079,5079_USA,USA,XX,1916.0,Jul,Unprovoked,Swimming,Y,M,24.0
5080,5080_USA,USA,XX,1916.0,Jun,Unprovoked,Swimming,N,M,11.0
5081,5081_Others,Others,XX,1916.0,Jun,Unprovoked,Others,Y,M,
5082,5082_USA,USA,XX,1916.0,Jun,Provoked,,N,M,26.0
5083,5083_Australia,Australia,XX,1916.0,Apr,Unprovoked,Swimming,Y,M,
5084,5084_Australia,Australia,XX,1916.0,Apr,Unprovoked,Others,Y,M,17.0
5085,5085_Australia,Australia,XX,1916.0,Mar,Unprovoked,Swimming,N,M,
5086,5086_Australia,Australia,XX,1915.0,Dec,Unprovoked,Diving,N,M,
