,CaseNumber,Country,Century,Year,Month,Type,Activities,Fatal,Sex,Age
4423,4423_South Africa,South Africa,XX,1944.0,Mar,Unprovoked,Swimming,N,M,18.0
4424,4424_South Africa,South Africa,XX,1944.0,Mar,Unprovoked,ShoreActivities,Y,M,23.0
4425,4425_South Africa,South Africa,XX,1944.0,Mar,Unprovoked,Swimming,N,M,16.0
4426,4426_South Africa,South Africa,XX,1944.0,Feb,Unprovoked,Swimming,N,M,
4427,4427_Others,Others,XX,1944.0,Feb,Unprovoked,Swimming,Y,M,12.0
4428,4428_South Africa,South Africa,XX,1944.0,Jan,Unprovoked,Surfing,Y,M,22.0
4429,4429_Australia,Australia,XX,1944.0,Jan,Unprovoked,Fishing,N,M,
4430,4430_Australia,Australia,XX,1944.0,Jan,Unprovoked,Surfing,N,M,14.0
4431,4431_South Africa,South Africa,XX,1944.0,Jan,Unprovoked,Swimming,Y,M,26.0
4432,4432_Others,Others,XX,1944.0,Nov,Unprovoked,Others,Y,M,
4433,4433_Italy,Italy,XX,1944.0,,Unprovoked,Others,Y,M,
4434,4434_Others,Others,XX,1944.0,,Unprovoked,Others,Y,M,
4435,4435_South Africa,South Africa,XX,1943.0,Dec,Unprovoked,Swimming,Y,M,17.0
4436,4436_USA,USA,XX,1943.0,Dec,Unprovoked,Others,Y,M,
4437,4437_South Africa,South Africa,XX,1943.0,Nov,Unprovoked,Swimming,N,M,
4438,4438_Others,Others,XX,1943.0,Nov,Unprovoked,Others,Y,M,
4439,4439_USA,USA,XX,1943.0,Oct,,,N,M,
4440,4440_Others,Others,XX,1943.0,Sep,Unprovoked,Others,Y,M,20.0
4441,4441_Italy,Italy,XX,1943.0,Aug,Unprovoked,Others,N,M,
4442,4442_USA,USA,XX,1943.0,Jul,Unprovoked,Swimming,Y,M,
4443,4443_Others,Others,XX,1943.0,Jul,Unprovoked,Fishing,N,,
4444,4444_Mexico,Mexico,XX,1943.0,Jul,,Swimming,N,M,68.0
4445,4445_Australia,Australia,XX,1943.0,Jun,Unprovoked,Fishing,N,M,18.0
4446,4446_Others,Others,XX,1943.0,May,,Others,N,M,
4447,4447_Others,Others,XX,1943.0,May,Unprovoked,Others,N,M,26.0
4448,4448_Others,Others,XX,1943.0,May,Unprovoked,Others,Y,M,
4449,4449_Australia,Australia,XX,1943.0,May,Unprovoked,Others,Y,M,
4450,4450_Others,Others,XX,1943.0,May,Unprovoked,Others,N,M,
4451,4451_USA,USA,XX,1943.0,Apr,,Swimming,Y,M,
4452,4452_South Africa,South Africa,XX,1943.0,Mar,Unprovoked,Swimming,Y,M,31.0
4453,4453_Others,Others,XX,1943.0,Mar,Unprovoked,Others,Y,,
4454,4454_Brazil,Brazil,XX,1943.0,Mar,Unprovoked,Others,Y,,
4455,4455_Papua New Guinea,Papua New Guinea,XX,1943.0,Mar,Unprovoked,Others,Y,,
4456,4456_Others,Others,XX,1943.0,Jan,Unprovoked,Others,Y,M,
4457,4457_Mexico,Mexico,XX,1943.0,,Unprovoked,Swimming,Y,,
4458,4458_Others,Others,XX,1943.0,,Unprovoked,Swimming,N,M,
4459,4459_Others,Others,XX,1943.0,,Unprovoked,Swimming,N,M,22.0
4460,4460_USA,USA,XX,1943.0,,Unprovoked,Spearfishing,N,M,
4461,4461_USA,USA,XX,1943.0,,Unprovoked,Spearfishing,N,M,
4462,4462_USA,USA,XX,1943.0,,Unprovoked,,,M,
4463,4463_Australia,Australia,XX,1942.0,Dec,Unprovoked,Paddling,Y,F,15.0
4464,4464_South Africa,South Africa,XX,1942.0,Nov,Unprovoked,Others,Y,M,
4465,4465_South Africa,South Africa,XX,1942.0,Nov,Unprovoked,Swimming,N,M,38.0
4466,4466_Others,Others,XX,1942.0,Nov,Unprovoked,Others,N,M,19.0
4467,4467_Others,Others,XX,1942.0,Nov,Unprovoked,Others,Y,M,
4468,4468_Others,Others,XX,1942.0,Nov,Unprovoked,Others,N,M,
4469,4469_Others,Others,XX,1942.0,Nov,Unprovoked,Sinking,Y,M,
4470,4470_Others,Others,XX,1942.0,Nov,Unprovoked,,Y,M,
4471,4471_South Africa,South Africa,XX,1942.0,Nov,Unprovoked,Swimming,Y,M,18.0
4472,4472_Others,Others,XX,1942.0,Nov,Provoked,Others,N,M,
4473,4473_Others,Others,XX,1942.0,Nov,Unprovoked,Others,Y,M,
4474,4474_Others,Others,XX,1942.0,Oct,Unprovoked,Others,N,M,25.0
4475,4475_Others,Others,XX,1942.0,Sep,Unprovoked,Others,N,,
4476,4476_Others,Others,XX,1942.0,Sep,Unprovoked,Swimming,N,M,
4477,4477_Australia,Australia,XX,1942.0,Sep,Unprovoked,Swimming,N,M,24.0
4478,4478_Others,Others,XX,1942.0,Sep,Unprovoked,Others,Y,M,
4479,4479_Others,Others,XX,1942.0,Aug,Unprovoked,Others,N,M,
4480,4480_Others,Others,XX,1942.0,Jul,Unprovoked,Others,Y,M,32.0
4481,4481_Italy,Italy,XX,1942.0,Jul,Provoked,Others,N,M,20.0
4482,4482_Others,Others,XX,1942.0,Jun,Unprovoked,Others,Y,M,
4483,4483_Brazil,Brazil,XX,1942.0,Jun,,Others,Y,M,
4484,4484_USA,USA,XX,1942.0,Jun,Unprovoked,Others,N,M,
4485,4485_Others,Others,XX,1942.0,Jun,Unprovoked,Others,N,M,
4486,4486_Australia,Australia,XX,1942.0,May,Unprovoked,Diving,N,M,
4487,4487_Others,Others,XX,1942.0,Apr,,Others,Y,,
4488,4488_Others,Others,XX,1942.0,Mar,Unprovoked,Others,Y,M,
4489,4489_Australia,Australia,XX,1942.0,Mar,,,Y,M,18.0
4490,4490_Australia,Australia,XX,1942.0,Jan,Unprovoked,,N,,
4491,4491_Australia,Australia,XX,1942.0,Jan,Unprovoked,Swimming,Y,F,28.0
4492,4492_Australia,Australia,XX,1942.0,Jan,Provoked,WaterSkiing,N,M,
4493,4493_Others,Others,XX,1942.0,,Unprovoked,Others,Y,M,
4494,4494_Australia,Australia,XX,1942.0,,Unprovoked,Fishing,N,M,
4495,4495_Philippines,Philippines,XX,1942.0,,Unprovoked,Sailing,Y,M,
4496,4496_South Africa,South Africa,XX,1942.0,,Unprovoked,,N,,
4497,4497_South Africa,South Africa,XX,1942.0,,Unprovoked,,N,,
4498,4498_Bahamas,Bahamas,XX,1942.0,,Unprovoked,Swimming,N,M,48.0
4499,4499_Others,Others,XX,1942.0,,Unprovoked,Others,Y,M,
4500,4500_Others,Others,XX,1942.0,,Unprovoked,Others,N,M,
4501,4501_Others,Others,XX,1942.0,,Unprovoked,Others,N,M,
4502,4502_Others,Others,XX,1942.0,,Unprovoked,Others,N,M,
4503,4503_Others,Others,XX,1942.0,,Unprovoked,Swimming,Y,M,
4504,4504_Others,Others,XX,1941.0,Dec,Unprovoked,Others,Y,,
4505,4505_Australia,Australia,XX,1941.0,Dec,Unprovoked,Swimming,N,M,10.0
4506,4506_Others,Others,XX,1941.0,Nov,Unprovoked,Others,N,M,23.0
4507,4507_Others,Others,XX,1941.0,Nov,Unprovoked,Others,N,M,
4508,4508_Others,Others,XX,1941.0,Nov,Unprovoked,Others,Y,,
4509,4509_Australia,Australia,XX,1941.0,Nov,Unprovoked,Others,N,M,
4510,4510_Others,Others,XX,1941.0,Sep,Unprovoked,Others,Y,M,
4511,4511_USA,USA,XX,1941.0,Aug,Provoked,Fishing,N,,
4512,4512_Australia,Australia,XX,1941.0,Aug,,Swimming,Y,M,
4513,4513_USA,USA,XX,1941.0,Aug,Unprovoked,Swimming,N,M,20.0
4514,4514_USA,USA,XX,1941.0,Jul,Unprovoked,Fishing,N,,
4515,4515_USA,USA,XX,1941.0,Jul,Provoked,Fishing,N,M,
4516,4516_USA,USA,XX,1941.0,Jun,Provoked,Fishing,N,M,43.0
4517,4517_Others,Others,XX,1941.0,Jun,Unprovoked,Others,Y,M,
4518,4518_Others,Others,XX,1941.0,Mar,Unprovoked,Others,N,M,
4519,4519_USA,USA,XX,1941.0,Mar,Provoked,Fishing,N,M,53.0
4520,4520_Australia,Australia,XX,1941.0,Feb,Provoked,Fishing,N,M,34.0
4521,4521_Others,Others,XX,1941.0,Feb,Provoked,Fishing,N,M,
4522,4522_Others,Others,XX,1941.0,Jan,Unprovoked,Others,N,M,19.0
4523,4523_Others,Others,XX,1941.0,Jan,Unprovoked,Others,Y,M,
4524,4524_Others,Others,XX,1941.0,,Unprovoked,Swimming,N,M,
4525,4525_Others,Others,XX,1941.0,,Unprovoked,ShoreActivities,Y,M,
4526,4526_Others,Others,XX,1941.0,,Unprovoked,,Y,M,
4527,4527_Others,Others,XX,1941.0,,Unprovoked,,N,M,
4528,4528_Others,Others,XX,1941.0,,Unprovoked,Others,Y,M,
4529,4529_Others,Others,XX,1941.0,,Unprovoked,ShoreActivities,Y,M,
4530,4530_Papua New Guinea,Papua New Guinea,XX,1941.0,,Unprovoked,,N,M,14.0
4531,4531_Australia,Australia,XX,1940.0,Dec,Unprovoked,ShoreActivities,Y,M,23.0
4532,4532_South Africa,South Africa,XX,1940.0,Dec,Unprovoked,Swimming,Y,M,17.0
4533,4533_Australia,Australia,XX,1940.0,Dec,Unprovoked,Fishing,N,M,
4534,4534_Australia,Australia,XX,1940.0,Dec,Provoked,Fishing,N,M,
4535,4535_Others,Others,XX,1940.0,Sep,Unprovoked,Swimming,Y,M,18.0
4536,4536_USA,USA,XX,1940.0,Jul,Unprovoked,ShoreActivities,N,M,
4537,4537_USA,USA,XX,1940.0,Jul,Unprovoked,ShoreActivities,N,M,
4538,4538_USA,USA,XX,1940.0,Jun,Unprovoked,Fishing,N,M,
4539,4539_South Africa,South Africa,XX,1940.0,Mar,Unprovoked,Swimming,Y,M,25.0
4540,4540_Australia,Australia,XX,1940.0,Mar,Unprovoked,Diving,N,M,
4541,4541_South Africa,South Africa,XX,1940.0,Feb,Unprovoked,Swimming,Y,M,17.0
4542,4542_Australia,Australia,XX,1940.0,Feb,Unprovoked,Paddling,N,,
4543,4543_Australia,Australia,XX,1940.0,Feb,Unprovoked,ShoreActivities,Y,M,55.0
4544,4544_Australia,Australia,XX,1940.0,Jan,Unprovoked,Others,N,M,17.0
4545,4545_Australia,Australia,XX,1940.0,Jan,Unprovoked,Swimming,Y,M,13.0
4546,4546_Australia,Australia,XX,1940.0,Jan,Unprovoked,Swimming,N,M,22.0
4547,4547_South Africa,South Africa,XX,1940.0,Jan,Unprovoked,Swimming,Y,M,18.0
4548,4548_Australia,Australia,XX,1940.0,Jan,Unprovoked,Diving,N,M,
4549,4549_Others,Others,XX,1940.0,,Unprovoked,Others,N,,
4550,4550_Others,Others,XX,1940.0,,Unprovoked,,Y,F,
4551,4551_Papua New Guinea,Papua New Guinea,XX,1940.0,,Unprovoked,Others,N,,
4552,4552_South Africa,South Africa,XX,1940.0,,,Swimming,,,
4553,4553_South Africa,South Africa,XX,1940.0,,,,Y,F,
4554,4554_South Africa,South Africa,XX,1940.0,,,ShoreActivities,N,F,
4555,4555_Australia,Australia,XX,1939.0,Dec,,Swimming,N,M,40.0
4556,4556_Australia,Australia,XX,1939.0,Dec,Unprovoked,Swimming,Y,M,20.0
4557,4557_Australia,Australia,XX,1939.0,Nov,Unprovoked,,N,,
4558,4558_Australia,Australia,XX,1939.0,Nov,Provoked,,N,,
4559,4559_Australia,Australia,XX,1939.0,Nov,Unprovoked,,,,
4560,4560_Australia,Australia,XX,1939.0,Nov,Unprovoked,,,,
4561,4561_Others,Others,XX,1939.0,Nov,Unprovoked,Fishing,Y,M,
4562,4562_Australia,Australia,XX,1939.0,Oct,Unprovoked,Diving,N,M,27.0
4563,4563_USA,USA,XX,1939.0,Oct,Unprovoked,Spearfishing,N,M,
4564,4564_Australia,Australia,XX,1939.0,Sep,Unprovoked,Diving,N,M,
4565,4565_USA,USA,XX,1939.0,Aug,Provoked,Fishing,N,M,33.0
4566,4566_Others,Others,XX,1939.0,Jul,Unprovoked,Others,Y,,
4567,4567_Bahamas,Bahamas,XX,1939.0,Jul,Provoked,Diving,N,M,38.0
4568,4568_USA,USA,XX,1939.0,Jul,Provoked,Fishing,N,M,
4569,4569_USA,USA,XX,1939.0,May,Unprovoked,Others,Y,M,
4570,4570_Papua New Guinea,Papua New Guinea,XX,1939.0,Apr,Unprovoked,Others,Y,M,
4571,4571_Papua New Guinea,Papua New Guinea,XX,1939.0,Mar,Unprovoked,Others,Y,M,
4572,4572_New Zealand,New Zealand,XX,1939.0,Feb,Provoked,Fishing,N,M,
4573,4573_Australia,Australia,XX,1939.0,Jan,Unprovoked,Others,N,M,11.0
4574,4574_Others,Others,XX,1939.0,,Unprovoked,Others,N,F,
4575,4575_Bahamas,Bahamas,XX,1939.0,,Unprovoked,Fishing,N,,
4576,4576_Others,Others,XX,1939.0,,Unprovoked,Swimming,Y,M,
4577,4577_Others,Others,XX,1939.0,,Unprovoked,Diving,N,M,
4578,4578_Papua New Guinea,Papua New Guinea,XX,1939.0,,Unprovoked,Swimming,Y,M,
4579,4579_Australia,Australia,XX,1938.0,Dec,Unprovoked,Swimming,Y,M,19.0
4580,4580_Australia,Australia,XX,1938.0,Oct,Provoked,Fishing,N,M,18.0
4581,4581_Others,Others,XX,1938.0,Aug,Unprovoked,Swimming,Y,M,
4582,4582_USA,USA,XX,1938.0,Aug,Provoked,Fishing,N,M,
4583,4583_USA,USA,XX,1938.0,Jul,Unprovoked,Swimming,N,M,
4584,4584_Others,Others,XX,1938.0,Jul,Provoked,Fishing,N,M,
4585,4585_USA,USA,XX,1938.0,Jul,Provoked,Fishing,N,M,27.0
4586,4586_Australia,Australia,XX,1938.0,Jul,Unprovoked,Diving,Y,M,25.0
4587,4587_Others,Others,XX,1938.0,Jun,Unprovoked,Others,Y,,
4588,4588_Australia,Australia,XX,1938.0,Jun,Unprovoked,Diving,N,M,
4589,4589_Others,Others,XX,1938.0,May,Unprovoked,Fishing,Y,M,
4590,4590_Others,Others,XX,1938.0,May,Unprovoked,Swimming,N,M,10.0
4591,4591_Others,Others,XX,1938.0,May,Unprovoked,Swimming,Y,,
4592,4592_Fiji,Fiji,XX,1938.0,Mar,Unprovoked,ShoreActivities,N,M,
4593,4593_Australia,Australia,XX,1938.0,Mar,Unprovoked,Others,N,M,
4594,4594_Australia,Australia,XX,1938.0,Jan,Provoked,Fishing,N,M,
4595,4595_South Africa,South Africa,XX,1938.0,Jan,Provoked,Others,N,M,13.0
4596,4596_Australia,Australia,XX,1938.0,Jan,Unprovoked,Diving,N,M,24.0
4597,4597_Australia,Australia,XX,1938.0,Jan,Unprovoked,WaterSkiing,N,M,
4598,4598_Others,Others,XX,1938.0,,Unprovoked,Diving,Y,M,
4599,4599_Others,Others,XX,1938.0,,Unprovoked,Surfing,N,M,50.0
4600,4600_USA,USA,XX,1938.0,,Provoked,Fishing,N,M,
4601,4601_Australia,Australia,XX,1938.0,,Unprovoked,Diving,N,M,17.0
4602,4602_South Africa,South Africa,XX,1938.0,,Unprovoked,Swimming,N,M,
4603,4603_USA,USA,XX,1937.0,Nov,Unprovoked,Others,Y,M,
4604,4604_Australia,Australia,XX,1937.0,Nov,Unprovoked,Diving,Y,M,17.0
4605,4605_Others,Others,XX,1937.0,Nov,Unprovoked,Others,Y,M,
4606,4606_Australia,Australia,XX,1937.0,Oct,Unprovoked,Swimming,Y,M,25.0
4607,4607_Australia,Australia,XX,1937.0,Oct,Unprovoked,Swimming,Y,M,18.0
4608,4608_Australia,Australia,XX,1937.0,Oct,Unprovoked,Swimming,N,M,16.0
4609,4609_Australia,Australia,XX,1937.0,Oct,Unprovoked,WaterSkiing,N,M,
4610,4610_Others,Others,XX,1937.0,Sep,Provoked,Fishing,N,M,
4611,4611_Others,Others,XX,1937.0,Sep,Unprovoked,Others,N,,
4612,4612_Others,Others,XX,1937.0,Sep,Unprovoked,Fishing,N,,
4613,4613_Others,Others,XX,1937.0,Sep,Unprovoked,Paddling,N,M,
4614,4614_Australia,Australia,XX,1937.0,Aug,Unprovoked,Diving,N,M,38.0
4615,4615_Others,Others,XX,1937.0,Aug,,Swimming,N,M,
4616,4616_Others,Others,XX,1937.0,Aug,Unprovoked,Swimming,Y,M,21.0
4617,4617_Australia,Australia,XX,1937.0,Jul,Unprovoked,Diving,Y,M,
4618,4618_Italy,Italy,XX,1937.0,Jul,,,N,,
4619,4619_Others,Others,XX,1937.0,Jun,Unprovoked,,Y,,
4620,4620_Australia,Australia,XX,1937.0,Jun,Provoked,Fishing,N,M,
4621,4621_USA,USA,XX,1937.0,Jun,Unprovoked,Swimming,Y,M,14.0
4622,4622_USA,USA,XX,1937.0,May,Provoked,Fishing,N,M,
4623,4623_Australia,Australia,XX,1937.0,May,Unprovoked,Swimming,Y,M,33.0
4624,4624_Australia,Australia,XX,1937.0,Mar,,Swimming,N,M,16.0
4625,4625_Australia,Australia,XX,1937.0,Mar,,Swimming,Y,M,43.0
4626,4626_Australia,Australia,XX,1937.0,Feb,Unprovoked,Swimming,Y,M,32.0
4627,4627_Australia,Australia,XX,1937.0,Feb,Unprovoked,Swimming,N,,
4628,4628_Australia,Australia,XX,1937.0,Feb,Unprovoked,Fishing,N,,
4629,4629_Australia,Australia,XX,1937.0,Feb,Provoked,Fishing,N,M,20.0
4630,4630_Australia,Australia,XX,1937.0,,,Others,Y,M,
4631,4631_Australia,Australia,XX,1937.0,Jan,Provoked,Others,N,M,18.0
4632,4632_Australia,Australia,XX,1937.0,,Unprovoked,,N,M,
4633,4633_USA,USA,XX,1936.0,Dec,Unprovoked,Diving,N,M,
4634,4634_Australia,Australia,XX,1936.0,Dec,Unprovoked,Others,N,,
4635,4635_Australia,Australia,XX,1936.0,Dec,Provoked,Fishing,N,,
4636,4636_Australia,Australia,XX,1936.0,Dec,Unprovoked,Swimming,Y,M,15.0
4637,4637_Australia,Australia,XX,1936.0,Dec,Unprovoked,Fishing,Y,M,50.0
4638,4638_Australia,Australia,XX,1936.0,Nov,Provoked,Spearfishing,N,M,
4639,4639_USA,USA,XX,1936.0,Sep,Unprovoked,Swimming,N,M,
4640,4640_Australia,Australia,XX,1936.0,Aug,Unprovoked,Diving,N,M,
4641,4641_Others,Others,XX,1936.0,Aug,Provoked,Fishing,N,,
4642,4642_Australia,Australia,XX,1936.0,Aug,Unprovoked,Diving,N,M,
4643,4643_USA,USA,XX,1936.0,Aug,Unprovoked,Fishing,N,M,13.0
4644,4644_USA,USA,XX,1936.0,Jul,Unprovoked,Swimming,Y,M,16.0
4645,4645_USA,USA,XX,1936.0,Jul,Unprovoked,Fishing,N,,
4646,4646_Australia,Australia,XX,1936.0,Jul,Unprovoked,Diving,N,M,
4647,4647_South Africa,South Africa,XX,1936.0,Jul,Unprovoked,Fishing,N,,
4648,4648_Australia,Australia,XX,1936.0,Jun,Unprovoked,Diving,Y,M,16.0
4649,4649_USA,USA,XX,1936.0,Jun,Unprovoked,Swimming,Y,M,
4650,4650_Australia,Australia,XX,1936.0,Apr,Unprovoked,Diving,N,M,16.0
4651,4651_Australia,Australia,XX,1936.0,Apr,Unprovoked,Diving,N,,
4652,4652_USA,USA,XX,1936.0,Mar,Provoked,Fishing,N,M,
4653,4653_Australia,Australia,XX,1936.0,Mar,Unprovoked,Paddling,N,M,
4654,4654_Australia,Australia,XX,1936.0,Mar,Unprovoked,Diving,N,M,
4655,4655_Australia,Australia,XX,1936.0,Mar,Unprovoked,Paddling,N,,
4656,4656_Australia,Australia,XX,1936.0,Feb,Provoked,Others,N,F,
4657,4657_Australia,Australia,XX,1936.0,Feb,Unprovoked,Others,N,M,
4658,4658_Australia,Australia,XX,1936.0,Feb,Unprovoked,Swimming,Y,M,14.0
4659,4659_Australia,Australia,XX,1936.0,Jan,Unprovoked,Swimming,Y,M,13.0
4660,4660_Australia,Australia,XX,1936.0,Jan,,Surfing,N,M,17.0
4661,4661_Australia,Australia,XX,1936.0,Jan,Provoked,Others,N,M,
4662,4662_Australia,Australia,XX,1936.0,,Unprovoked,Swimming,Y,M,
4663,4663_Australia,Australia,XX,1935.0,Dec,Provoked,Others,N,,
4664,4664_Australia,Australia,XX,1935.0,Nov,Unprovoked,Diving,N,M,20.0
4665,4665_USA,USA,XX,1935.0,Sep,Unprovoked,Swimming,Y,M,38.0
4666,4666_Papua New Guinea,Papua New Guinea,XX,1935.0,Sep,Unprovoked,Swimming,Y,M,
4667,4667_Australia,Australia,XX,1935.0,Aug,Unprovoked,Others,Y,M,38.0
4668,4668_Others,Others,XX,1935.0,Aug,,Fishing,N,M,
4669,4669_Australia,Australia,XX,1935.0,Aug,Unprovoked,Diving,Y,M,
4670,4670_USA,USA,XX,1935.0,Jul,,Fishing,Y,M,23.0
4671,4671_USA,USA,XX,1935.0,Jul,,Fishing,Y,M,53.0
4672,4672_Others,Others,XX,1935.0,Jul,Unprovoked,Fishing,Y,M,14.0
4673,4673_Others,Others,XX,1935.0,Jul,Unprovoked,Swimming,Y,F,22.0
4674,4674_USA,USA,XX,1935.0,Jun,Unprovoked,Fishing,N,M,31.0
4675,4675_Others,Others,XX,1935.0,Jun,Unprovoked,Fishing,Y,M,
4676,4676_Australia,Australia,XX,1935.0,Jun,Unprovoked,,N,,
4677,4677_Papua New Guinea,Papua New Guinea,XX,1935.0,Jun,Unprovoked,,N,,
4678,4678_South Africa,South Africa,XX,1935.0,May,Provoked,Others,N,M,
4679,4679_Australia,Australia,XX,1935.0,May,Unprovoked,Diving,N,M,
4680,4680_Australia,Australia,XX,1935.0,Apr,,Others,N,M,40.0
4681,4681_Others,Others,XX,1935.0,Apr,Unprovoked,Diving,N,F,
4682,4682_USA,USA,XX,1935.0,Apr,Unprovoked,,N,M,
4683,4683_Australia,Australia,XX,1935.0,Mar,Unprovoked,Diving,N,M,
4684,4684_South Africa,South Africa,XX,1935.0,Mar,Provoked,Others,N,M,
4685,4685_Australia,Australia,XX,1935.0,Mar,Unprovoked,Diving,N,M,
4686,4686_Australia,Australia,XX,1935.0,Mar,Provoked,Others,N,M,38.0
4687,4687_Australia,Australia,XX,1935.0,Mar,Unprovoked,Surfing,N,M,
4688,4688_Australia,Australia,XX,1935.0,Mar,Unprovoked,Swimming,Y,M,27.0
4689,4689_Australia,Australia,XX,1935.0,Mar,Unprovoked,ShoreActivities,Y,M,22.0
4690,4690_Australia,Australia,XX,1935.0,Feb,Unprovoked,Surfing,N,M,20.0
4691,4691_Australia,Australia,XX,1935.0,Jan,Unprovoked,Fishing,N,M,
4692,4692_Australia,Australia,XX,1935.0,Jan,Unprovoked,Fishing,N,,
4693,4693_Others,Others,XX,1935.0,Jan,,,Y,,
4694,4694_Australia,Australia,XX,1935.0,Jan,,,N,M,
4695,4695_Australia,Australia,XX,1934.0,Dec,Unprovoked,Others,N,F,13.0
4696,4696_Australia,Australia,XX,1934.0,Dec,Unprovoked,Swimming,Y,M,19.0
4697,4697_Australia,Australia,XX,1934.0,Dec,Unprovoked,Others,Y,M,14.0
4698,4698_Australia,Australia,XX,1934.0,Oct,Unprovoked,Swimming,N,M,12.0
4699,4699_Australia,Australia,XX,1934.0,Oct,Unprovoked,Swimming,Y,F,38.0
4700,4700_Others,Others,XX,1934.0,Oct,Provoked,Fishing,N,M,
4701,4701_Australia,Australia,XX,1934.0,Oct,Unprovoked,Freediving,Y,M,
4702,4702_Others,Others,XX,1934.0,Sep,Provoked,Fishing,N,M,
4703,4703_Italy,Italy,XX,1934.0,Aug,Unprovoked,Fishing,N,M,
4704,4704_Others,Others,XX,1934.0,Aug,,Swimming,N,F,
4705,4705_Australia,Australia,XX,1934.0,Aug,Unprovoked,Others,Y,M,
4706,4706_Others,Others,XX,1934.0,Aug,Unprovoked,Swimming,Y,F,18.0
4707,4707_USA,USA,XX,1934.0,Aug,Unprovoked,Swimming,N,M,11.0
4708,4708_Australia,Australia,XX,1934.0,Jul,Unprovoked,Fishing,N,,
4709,4709_Australia,Australia,XX,1934.0,Jun,Provoked,Fishing,N,M,
4710,4710_USA,USA,XX,1934.0,Jun,Unprovoked,ShoreActivities,Y,M,
4711,4711_Australia,Australia,XX,1934.0,Apr,Unprovoked,Surfing,N,M,34.0
4712,4712_South Africa,South Africa,XX,1934.0,Apr,Unprovoked,Swimming,Y,M,
4713,4713_South Africa,South Africa,XX,1934.0,Apr,Unprovoked,Swimming,N,M,12.0
4714,4714_Australia,Australia,XX,1934.0,Apr,Unprovoked,Swimming,Y,M,15.0
4715,4715_Australia,Australia,XX,1934.0,Mar,Unprovoked,Swimming,Y,M,17.0
4716,4716_Australia,Australia,XX,1934.0,Mar,Provoked,Fishing,N,,
4717,4717_Australia,Australia,XX,1934.0,Feb,Unprovoked,Others,N,M,
4718,4718_Others,Others,XX,1934.0,Feb,Unprovoked,Others,Y,M,
4719,4719_Others,Others,XX,1934.0,Feb,Unprovoked,Fishing,N,M,
4720,4720_Australia,Australia,XX,1934.0,Jan,Unprovoked,Swimming,N,M,15.0
4721,4721_Australia,Australia,XX,1934.0,Jan,Unprovoked,Swimming,N,M,22.0
4722,4722_Australia,Australia,XX,1933.0,Nov,Unprovoked,Diving,Y,M,
4723,4723_Australia,Australia,XX,1933.0,Nov,Unprovoked,Diving,N,M,17.0
4724,4724_Australia,Australia,XX,1933.0,Oct,Unprovoked,Diving,N,M,
4725,4725_Others,Others,XX,1933.0,Sep,Unprovoked,Fishing,N,M,
4726,4726_USA,USA,XX,1933.0,Aug,Provoked,Fishing,N,M,
4727,4727_USA,USA,XX,1933.0,Aug,Unprovoked,Swimming,N,M,
4728,4728_USA,USA,XX,1933.0,Aug,Unprovoked,Swimming,N,F,
4729,4729_USA,USA,XX,1933.0,Jul,Unprovoked,,N,M,50.0
4730,4730_Australia,Australia,XX,1933.0,Jul,Unprovoked,Diving,N,M,
4731,4731_USA,USA,XX,1933.0,Jun,Unprovoked,ShoreActivities,N,M,15.0
4732,4732_USA,USA,XX,1933.0,Jun,Unprovoked,ShoreActivities,N,F,
4733,4733_Australia,Australia,XX,1933.0,Jun,,Fishing,N,M,
4734,4734_Others,Others,XX,1933.0,May,Unprovoked,Others,Y,,
4735,4735_Australia,Australia,XX,1933.0,May,Provoked,Fishing,N,M,
4736,4736_Australia,Australia,XX,1933.0,Jun,Unprovoked,Swimming,N,M,
4737,4737_Others,Others,XX,1933.0,May,Unprovoked,Swimming,Y,M,
4738,4738_USA,USA,XX,1933.0,Apr,Unprovoked,Swimming,Y,M,24.0
4739,4739_Australia,Australia,XX,1933.0,Feb,Unprovoked,ShoreActivities,N,M,
4740,4740_Australia,Australia,XX,1933.0,Feb,Unprovoked,Diving,N,M,
4741,4741_Australia,Australia,XX,1933.0,Feb,Unprovoked,,N,,
4742,4742_Australia,Australia,XX,1933.0,Feb,Provoked,Fishing,N,M,
4743,4743_Australia,Australia,XX,1933.0,Jan,Unprovoked,Swimming,Y,M,38.0
4744,4744_Australia,Australia,XX,1932.0,Dec,Unprovoked,,N,M,
4745,4745_New Zealand,New Zealand,XX,1932.0,Dec,Provoked,Fishing,N,M,
4746,4746_Others,Others,XX,1932.0,Nov,Unprovoked,Others,,,
4747,4747_Australia,Australia,XX,1932.0,Oct,Unprovoked,Swimming,N,M,24.0
4748,4748_Others,Others,XX,1932.0,Oct,Unprovoked,Swimming,Y,M,27.0
4749,4749_Fiji,Fiji,XX,1932.0,Sep,Unprovoked,Others,N,M,
4750,4750_Australia,Australia,XX,1932.0,Aug,Provoked,,N,M,
4751,4751_Australia,Australia,XX,1932.0,Aug,Provoked,,N,M,
4752,4752_USA,USA,XX,1932.0,Aug,Provoked,Fishing,N,M,
4753,4753_Australia,Australia,XX,1932.0,Aug,Unprovoked,Diving,N,M,
4754,4754_Bahamas,Bahamas,XX,1932.0,Aug,Provoked,Others,N,M,18.0
4755,4755_USA,USA,XX,1932.0,Jul,,,Y,M,17.0
